id,Last Name,First Name,Congress Number,Year at Start of Congress,State Code,Chamber of Congress,Congressional District,Party,Year First Elected,Gender,Size of House Delegation from Member's State,Race,Total Bills Sponsored,Total Bills with Action in Committee,Total Bills with Action Beyond Committee,Total Bills Passed Chamber,Total Bills Became Law,""
180,Ganske,Greg,107.0,2001.0,IA,House of Representative,4.0,Republican,1994.0,Male,5.0,Latino/a,10.0,0.0,1.0,1.0,0.0,
181,Gekas,George,107.0,2001.0,PA,House of Representative,17.0,Republican,1982.0,Male,21.0,Caucasian,24.0,8.0,8.0,8.0,5.0,
182,Gephardt,Richard,107.0,2001.0,MO,House of Representative,3.0,Democrat,1976.0,Male,9.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
183,Gibbons,Jim,107.0,2001.0,NV,House of Representative,2.0,Republican,1996.0,Male,2.0,Caucasian,24.0,6.0,7.0,6.0,5.0,
184,Gilchrest,Wayne,107.0,2001.0,MD,House of Representative,1.0,Republican,1990.0,Male,8.0,Caucasian,19.0,12.0,9.0,7.0,3.0,
185,Gillmor,Paul,107.0,2001.0,OH,House of Representative,5.0,Republican,1988.0,Male,19.0,Caucasian,11.0,1.0,3.0,3.0,1.0,
186,Gilman,Benjamin,107.0,2001.0,NY,House of Representative,20.0,Republican,1972.0,Male,31.0,Caucasian,27.0,3.0,3.0,2.0,2.0,
187,Gonzalez,Charles,107.0,2001.0,TX,House of Representative,20.0,Democrat,1998.0,Male,30.0,Latino/a,6.0,0.0,0.0,0.0,0.0,
188,Goode,Virgil,107.0,2001.0,VA,House of Representative,5.0,Republican,1996.0,Male,11.0,Caucasian,7.0,1.0,1.0,1.0,1.0,
189,Goodlatte,Bob,107.0,2001.0,VA,House of Representative,6.0,Republican,1992.0,Male,11.0,Caucasian,11.0,4.0,3.0,2.0,1.0,
190,Gordon,Bart,107.0,2001.0,TN,House of Representative,6.0,Democrat,1984.0,Male,9.0,Caucasian,2.0,1.0,1.0,0.0,0.0,
191,Goss,Porter,107.0,2001.0,FL,House of Representative,14.0,Republican,1988.0,Male,23.0,Caucasian,5.0,2.0,2.0,2.0,2.0,
192,Graham,Lindsey,107.0,2001.0,SC,House of Representative,3.0,Republican,1994.0,Male,6.0,Caucasian,18.0,2.0,2.0,2.0,0.0,
193,Graham,Bob,107.0,2001.0,FL,Senate,State-Wide,Democrat,1986.0,Male,23.0,Caucasian,40.0,10.0,7.0,2.0,0.0,
194,Gramm,Phil,107.0,2001.0,TX,Senate,State-Wide,Republican,1984.0,Male,30.0,Caucasian,21.0,2.0,1.0,1.0,0.0,
195,Granger,Kay,107.0,2001.0,TX,House of Representative,12.0,Republican,1996.0,Female,30.0,Caucasian,10.0,0.0,1.0,1.0,0.0,
196,Grassley,Chuck,107.0,2001.0,IA,Senate,State-Wide,Republican,1980.0,Male,5.0,Caucasian,58.0,10.0,7.0,1.0,0.0,
197,Graves,Sam,107.0,2001.0,MO,House of Representative,6.0,Republican,2000.0,Male,9.0,Caucasian,7.0,0.0,0.0,0.0,0.0,
198,Green,Gene,107.0,2001.0,TX,House of Representative,29.0,Democrat,1992.0,Male,30.0,Caucasian,20.0,1.0,1.0,1.0,1.0,
199,Green,Mark,107.0,2001.0,WI,House of Representative,8.0,Republican,1998.0,Male,9.0,Caucasian,18.0,2.0,2.0,2.0,0.0,
200,Greenwood,James,107.0,2001.0,PA,House of Representative,8.0,Republican,1992.0,Male,21.0,Caucasian,26.0,4.0,5.0,5.0,1.0,
201,Gregg,Judd,107.0,2001.0,NH,Senate,State-Wide,Republican,1992.0,Male,2.0,Caucasian,11.0,1.0,1.0,0.0,0.0,
202,Grucci,Felix,107.0,2001.0,NY,House of Representative,1.0,Republican,2000.0,Male,31.0,Caucasian,7.0,0.0,1.0,1.0,1.0,
203,Gutierrez,Luis,107.0,2001.0,IL,House of Representative,4.0,Democrat,1992.0,Male,20.0,Latino/a,20.0,1.0,0.0,0.0,0.0,
204,Gutknecht,Gil,107.0,2001.0,MN,House of Representative,1.0,Republican,1994.0,Male,8.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
205,Hagel,Chuck,107.0,2001.0,NE,Senate,State-Wide,Republican,1996.0,Male,3.0,Caucasian,16.0,5.0,3.0,1.0,1.0,
206,Hall,Tony,107.0,2001.0,OH,House of Representative,3.0,Democrat,1978.0,Male,19.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
207,Hall,Ralph,107.0,2001.0,TX,House of Representative,4.0,Democrat,1980.0,Male,30.0,Caucasian,5.0,1.0,1.0,0.0,0.0,
208,Hansen,James,107.0,2001.0,UT,House of Representative,1.0,Republican,1980.0,Male,3.0,Caucasian,27.0,18.0,19.0,14.0,5.0,
209,Harkin,Tom,107.0,2001.0,IA,Senate,State-Wide,Democrat,1984.0,Male,5.0,Caucasian,51.0,10.0,7.0,1.0,0.0,
210,Harman,Jane,107.0,2001.0,CA,House of Representative,36.0,Democrat,2000.0,Female,52.0,Caucasian,13.0,0.0,0.0,0.0,0.0,
211,Hart,Melissa,107.0,2001.0,PA,House of Representative,4.0,Republican,2000.0,Female,21.0,Caucasian,14.0,1.0,2.0,2.0,2.0,
212,Hastert,J.,107.0,2001.0,IL,House of Representative,14.0,Republican,1986.0,Male,20.0,Caucasian,4.0,1.0,2.0,2.0,2.0,
213,Hastings,Alcee,107.0,2001.0,FL,House of Representative,23.0,Democrat,1992.0,Male,23.0,African-American,21.0,0.0,0.0,0.0,0.0,
214,Hastings,Doc,107.0,2001.0,WA,House of Representative,4.0,Republican,1994.0,Male,9.0,Caucasian,8.0,0.0,1.0,1.0,1.0,
215,Hatch,Orrin,107.0,2001.0,UT,Senate,State-Wide,Republican,1976.0,Male,3.0,Caucasian,50.0,9.0,8.0,4.0,0.0,
216,Hayes,Robin,107.0,2001.0,NC,House of Representative,8.0,Republican,1998.0,Male,12.0,Caucasian,5.0,0.0,1.0,1.0,1.0,
217,Hayworth,J.,107.0,2001.0,AZ,House of Representative,6.0,Republican,1994.0,Male,6.0,Caucasian,36.0,5.0,5.0,5.0,1.0,
218,Hefley,Joel,107.0,2001.0,CO,House of Representative,5.0,Republican,1986.0,Male,6.0,Caucasian,27.0,8.0,5.0,3.0,2.0,
219,Helms,Jesse,107.0,2001.0,NC,Senate,State-Wide,Republican,1972.0,Male,12.0,Caucasian,66.0,2.0,2.0,2.0,2.0,
220,Herger,Wally,107.0,2001.0,CA,House of Representative,2.0,Republican,1986.0,Male,52.0,Caucasian,23.0,2.0,3.0,2.0,1.0,
221,Hill,Baron,107.0,2001.0,IN,House of Representative,9.0,Democrat,1998.0,Male,10.0,Caucasian,9.0,0.0,1.0,1.0,1.0,
222,Hilleary,Van,107.0,2001.0,TN,House of Representative,4.0,Republican,1994.0,Male,9.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
223,Hilliard,Earl,107.0,2001.0,AL,House of Representative,7.0,Democrat,1992.0,Male,7.0,African-American,8.0,0.0,0.0,0.0,0.0,
224,Hinchey,Maurice,107.0,2001.0,NY,House of Representative,26.0,Democrat,1992.0,Male,31.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
225,Hinojosa,Ruben,107.0,2001.0,TX,House of Representative,15.0,Democrat,1996.0,Male,30.0,Latino/a,2.0,1.0,1.0,1.0,1.0,
226,Hobson,David,107.0,2001.0,OH,House of Representative,7.0,Republican,1990.0,Male,19.0,Caucasian,8.0,3.0,5.0,5.0,4.0,
227,Hoeffel,Joseph,107.0,2001.0,PA,House of Representative,13.0,Democrat,1998.0,Male,21.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
228,Hoekstra,Peter,107.0,2001.0,MI,House of Representative,2.0,Republican,1992.0,Male,16.0,Caucasian,13.0,4.0,5.0,2.0,0.0,
229,Holden,Tim,107.0,2001.0,PA,House of Representative,6.0,Democrat,1992.0,Male,21.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
230,Hollings,Ernest,107.0,2001.0,SC,Senate,State-Wide,Democrat,1966.0,Male,6.0,Caucasian,41.0,14.0,14.0,4.0,3.0,
231,Holt,Rush,107.0,2001.0,NJ,House of Representative,12.0,Democrat,1998.0,Male,13.0,Caucasian,24.0,0.0,1.0,1.0,1.0,
232,Honda,Michael,107.0,2001.0,CA,House of Representative,15.0,Democrat,2000.0,Male,52.0,Asian-American,3.0,0.0,0.0,0.0,0.0,
233,Hooley,Darlene,107.0,2001.0,OR,House of Representative,5.0,Democrat,1996.0,Female,5.0,Caucasian,17.0,1.0,1.0,0.0,0.0,
234,Horn,Stephen,107.0,2001.0,CA,House of Representative,38.0,Republican,1992.0,Male,52.0,Caucasian,15.0,3.0,3.0,1.0,1.0,
235,Hostettler,John,107.0,2001.0,IN,House of Representative,8.0,Republican,1994.0,Male,10.0,Caucasian,9.0,0.0,1.0,1.0,0.0,
236,Houghton,Amo,107.0,2001.0,NY,House of Representative,31.0,Republican,1986.0,Male,31.0,Caucasian,30.0,2.0,4.0,3.0,0.0,
237,Hoyer,Steny,107.0,2001.0,MD,House of Representative,5.0,Democrat,1981.0,Male,8.0,Caucasian,9.0,1.0,1.0,1.0,0.0,
238,Hulshof,Kenny,107.0,2001.0,MO,House of Representative,9.0,Republican,1996.0,Male,9.0,Caucasian,19.0,0.0,1.0,0.0,0.0,
239,Hunter,Duncan Lee,107.0,2001.0,CA,House of Representative,52.0,Republican,1980.0,Male,52.0,Caucasian,19.0,3.0,1.0,1.0,0.0,
240,Hutchinson,Asa,107.0,2001.0,AR,House of Representative,3.0,Republican,1996.0,Male,4.0,Caucasian,10.0,1.0,0.0,0.0,0.0,
241,Hutchinson,Tim,107.0,2001.0,AR,Senate,State-Wide,Republican,1996.0,Male,4.0,Caucasian,44.0,3.0,1.0,0.0,1.0,
242,Hutchison,Kay,107.0,2001.0,TX,Senate,State-Wide,Republican,1993.0,Female,30.0,Caucasian,38.0,7.0,4.0,3.0,2.0,
243,Hyde,Henry,107.0,2001.0,IL,House of Representative,6.0,Republican,1974.0,Male,20.0,Caucasian,15.0,8.0,8.0,8.0,2.0,
244,Inhofe,James,107.0,2001.0,OK,Senate,State-Wide,Republican,1994.0,Male,6.0,Caucasian,18.0,1.0,2.0,1.0,0.0,
245,Inouye,Daniel,107.0,2001.0,HI,Senate,State-Wide,Democrat,1962.0,Male,2.0,Asian-American,44.0,6.0,4.0,3.0,0.0,
246,Inslee,Jay,107.0,2001.0,WA,House of Representative,1.0,Democrat,1998.0,Male,9.0,Caucasian,11.0,1.0,1.0,1.0,1.0,
247,Isakson,Johnny,107.0,2001.0,GA,House of Representative,6.0,Republican,1999.0,Male,11.0,Caucasian,9.0,1.0,1.0,1.0,0.0,
248,Israel,Steve,107.0,2001.0,NY,House of Representative,2.0,Democrat,2000.0,Male,31.0,Caucasian,17.0,0.0,1.0,1.0,1.0,
249,Issa,Darrell,107.0,2001.0,CA,House of Representative,48.0,Republican,2000.0,Male,52.0,Caucasian,11.0,2.0,2.0,1.0,1.0,
250,Istook,Ernest,107.0,2001.0,OK,House of Representative,5.0,Republican,1992.0,Male,6.0,Caucasian,6.0,3.0,2.0,2.0,1.0,
251,Jackson,Jesse,107.0,2001.0,IL,House of Representative,2.0,Democrat,1995.0,Male,20.0,African-American,4.0,0.0,0.0,0.0,0.0,
252,Jackson-Lee,Sheila,107.0,2001.0,TX,House of Representative,18.0,Democrat,1994.0,Female,30.0,African-American,33.0,0.0,0.0,0.0,0.0,
253,Jefferson,William,107.0,2001.0,LA,House of Representative,2.0,Democrat,1990.0,Male,7.0,African-American,10.0,0.0,0.0,0.0,0.0,
254,Jeffords,James,107.0,2001.0,VT,Senate,State-Wide,Independent,1988.0,Male,1.0,Caucasian,38.0,14.0,12.0,2.0,0.0,
255,Jenkins,William,107.0,2001.0,TN,House of Representative,1.0,Republican,1996.0,Male,9.0,Caucasian,5.0,1.0,1.0,1.0,1.0,
256,John,Christopher,107.0,2001.0,LA,House of Representative,7.0,Democrat,1996.0,Male,7.0,Caucasian,6.0,1.0,1.0,1.0,0.0,
257,Johnson,Eddie,107.0,2001.0,TX,House of Representative,30.0,Democrat,1992.0,Female,30.0,African-American,13.0,1.0,1.0,1.0,0.0,
258,Johnson,Timothy,107.0,2001.0,IL,House of Representative,15.0,Republican,2000.0,Male,20.0,Caucasian,5.0,1.0,0.0,0.0,0.0,
259,Johnson,Sam,107.0,2001.0,TX,House of Representative,3.0,Republican,1991.0,Male,30.0,Caucasian,20.0,3.0,0.0,0.0,0.0,
260,Johnson,Nancy,107.0,2001.0,CT,House of Representative,6.0,Republican,1982.0,Female,6.0,Caucasian,35.0,6.0,6.0,4.0,0.0,
261,Johnson,Tim,107.0,2001.0,SD,Senate,State-Wide,Democrat,1996.0,Male,1.0,Caucasian,33.0,4.0,4.0,2.0,1.0,
262,Jones,Stephanie,107.0,2001.0,OH,House of Representative,11.0,Democrat,1998.0,Female,19.0,African-American,6.0,0.0,0.0,0.0,0.0,
263,Jones,Walter,107.0,2001.0,NC,House of Representative,3.0,Republican,1994.0,Male,12.0,Caucasian,20.0,2.0,2.0,1.0,0.0,
264,Kanjorski,Paul,107.0,2001.0,PA,House of Representative,11.0,Democrat,1984.0,Male,21.0,Caucasian,9.0,0.0,0.0,0.0,0.0,
265,Kaptur,Marcy,107.0,2001.0,OH,House of Representative,9.0,Democrat,1982.0,Female,19.0,Caucasian,13.0,1.0,0.0,0.0,0.0,
266,Keller,Ric,107.0,2001.0,FL,House of Representative,8.0,Republican,2000.0,Male,23.0,Caucasian,11.0,0.0,0.0,0.0,0.0,
267,Kelly,Sue,107.0,2001.0,NY,House of Representative,19.0,Republican,1994.0,Female,31.0,Caucasian,32.0,1.0,1.0,1.0,0.0,
268,Kennedy,Patrick,107.0,2001.0,RI,House of Representative,1.0,Democrat,1994.0,Male,2.0,Caucasian,21.0,0.0,2.0,2.0,2.0,
269,Kennedy,Mark,107.0,2001.0,MN,House of Representative,2.0,Republican,2000.0,Male,8.0,Caucasian,4.0,0.0,1.0,1.0,0.0,
270,Kennedy,Edward,107.0,2001.0,MA,Senate,State-Wide,Democrat,1962.0,Male,10.0,Caucasian,51.0,16.0,15.0,4.0,2.0,
271,Kerns,Brian,107.0,2001.0,IN,House of Representative,7.0,Republican,2000.0,Male,10.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
272,Kerry,John,107.0,2001.0,MA,Senate,State-Wide,Democrat,1984.0,Male,10.0,Caucasian,68.0,14.0,11.0,5.0,0.0,
273,Kildee,Dale,107.0,2001.0,MI,House of Representative,9.0,Democrat,1976.0,Male,16.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
274,Kilpatrick,Carolyn,107.0,2001.0,MI,House of Representative,15.0,Democrat,1996.0,Female,16.0,African-American,3.0,0.0,0.0,0.0,0.0,
275,Kind,Ron,107.0,2001.0,WI,House of Representative,3.0,Democrat,1996.0,Male,9.0,Caucasian,12.0,1.0,1.0,1.0,0.0,
276,King,Peter,107.0,2001.0,NY,House of Representative,3.0,Republican,1992.0,Male,31.0,Caucasian,23.0,2.0,7.0,7.0,2.0,
277,Kingston,Jack,107.0,2001.0,GA,House of Representative,1.0,Republican,1992.0,Male,11.0,Caucasian,8.0,0.0,3.0,3.0,3.0,
278,Kirk,Mark,107.0,2001.0,IL,House of Representative,10.0,Republican,2000.0,Male,20.0,Caucasian,7.0,1.0,1.0,1.0,0.0,
279,Kleczka,Gerald,107.0,2001.0,WI,House of Representative,4.0,Democrat,1984.0,Male,9.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
280,Knollenberg,Joe,107.0,2001.0,MI,House of Representative,11.0,Republican,1992.0,Male,16.0,Caucasian,7.0,2.0,2.0,1.0,1.0,
281,Kohl,Herb,107.0,2001.0,WI,Senate,State-Wide,Democrat,1988.0,Male,9.0,Caucasian,22.0,6.0,5.0,2.0,0.0,
282,Kolbe,Jim,107.0,2001.0,AZ,House of Representative,5.0,Republican,1984.0,Male,6.0,Caucasian,17.0,3.0,4.0,3.0,2.0,
283,Kucinich,Dennis,107.0,2001.0,OH,House of Representative,10.0,Democrat,1996.0,Male,19.0,Caucasian,21.0,0.0,0.0,0.0,0.0,
284,Kyl,Jon,107.0,2001.0,AZ,Senate,State-Wide,Republican,1994.0,Male,6.0,Caucasian,12.0,5.0,4.0,3.0,0.0,
285,LaFalce,John,107.0,2001.0,NY,House of Representative,29.0,Democrat,1974.0,Male,31.0,Caucasian,42.0,0.0,2.0,2.0,0.0,
286,LaHood,Ray,107.0,2001.0,IL,House of Representative,18.0,Republican,1994.0,Male,20.0,Caucasian,25.0,0.0,0.0,0.0,0.0,
287,Lincoln,Blanche,107.0,2001.0,AR,Senate,State-Wide,Democrat,1998.0,Female,4.0,Caucasian,33.0,2.0,1.0,1.0,0.0,
288,Lampson,Nick,107.0,2001.0,TX,House of Representative,9.0,Democrat,1996.0,Male,30.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
289,Landrieu,Mary,107.0,2001.0,LA,Senate,State-Wide,Democrat,1996.0,Female,7.0,Caucasian,35.0,5.0,5.0,1.0,0.0,
290,Langevin,James,107.0,2001.0,RI,House of Representative,2.0,Democrat,2000.0,Male,2.0,Caucasian,26.0,0.0,0.0,0.0,0.0,
291,Lantos,Tom,107.0,2001.0,CA,House of Representative,12.0,Democrat,1980.0,Male,52.0,Caucasian,18.0,4.0,3.0,2.0,2.0,
292,Largent,Steve,107.0,2001.0,OK,House of Representative,1.0,Republican,1994.0,Male,6.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
293,Larsen,Rick,107.0,2001.0,WA,House of Representative,2.0,Democrat,2000.0,Male,9.0,Caucasian,10.0,2.0,2.0,1.0,1.0,
294,Larson,John,107.0,2001.0,CT,House of Representative,1.0,Democrat,1998.0,Male,6.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
295,Latham,Tom,107.0,2001.0,IA,House of Representative,5.0,Republican,1994.0,Male,5.0,Caucasian,4.0,1.0,1.0,1.0,1.0,
296,LaTourette,Steven,107.0,2001.0,OH,House of Representative,19.0,Republican,1994.0,Male,19.0,Caucasian,9.0,1.0,1.0,0.0,0.0,
297,Leach,James,107.0,2001.0,IA,House of Representative,1.0,Republican,1976.0,Male,5.0,Caucasian,13.0,1.0,2.0,2.0,1.0,
298,Leahy,Patrick,107.0,2001.0,VT,Senate,State-Wide,Democrat,1974.0,Male,1.0,Caucasian,46.0,16.0,15.0,5.0,1.0,
299,Lee,Barbara,107.0,2001.0,CA,House of Representative,9.0,Democrat,1998.0,Female,52.0,African-American,13.0,0.0,0.0,0.0,0.0,
300,Levin,Sander,107.0,2001.0,MI,House of Representative,12.0,Democrat,1982.0,Male,16.0,Caucasian,12.0,0.0,0.0,0.0,0.0,
301,Levin,Carl,107.0,2001.0,MI,Senate,State-Wide,Democrat,1978.0,Male,16.0,Caucasian,34.0,13.0,13.0,9.0,1.0,
302,Lewis,John,107.0,2001.0,GA,House of Representative,5.0,Democrat,1986.0,Male,11.0,African-American,10.0,0.0,1.0,1.0,1.0,
303,Lewis,Jerry,107.0,2001.0,CA,House of Representative,40.0,Republican,1978.0,Male,52.0,Caucasian,2.0,2.0,2.0,2.0,2.0,
304,Lewis,Ron,107.0,2001.0,KY,House of Representative,2.0,Republican,1994.0,Male,6.0,Caucasian,11.0,1.0,1.0,1.0,0.0,
305,Lieberman,Joseph,107.0,2001.0,CT,Senate,State-Wide,Democrat,1988.0,Male,6.0,Caucasian,30.0,9.0,7.0,4.0,1.0,
306,Linder,John,107.0,2001.0,GA,House of Representative,11.0,Republican,1992.0,Male,11.0,Caucasian,9.0,1.0,0.0,0.0,0.0,
307,Lipinski,William,107.0,2001.0,IL,House of Representative,3.0,Democrat,1982.0,Male,20.0,Caucasian,5.0,2.0,1.0,1.0,0.0,
308,LoBiondo,Frank,107.0,2001.0,NJ,House of Representative,2.0,Republican,1994.0,Male,13.0,Caucasian,6.0,1.0,1.0,1.0,0.0,
309,Lofgren,Zoe,107.0,2001.0,CA,House of Representative,16.0,Democrat,1994.0,Female,52.0,Caucasian,14.0,1.0,1.0,0.0,0.0,
310,Lott,Trent,107.0,2001.0,MS,Senate,State-Wide,Republican,1988.0,Male,5.0,Caucasian,7.0,1.0,4.0,4.0,4.0,
311,Lowey,Nita,107.0,2001.0,NY,House of Representative,18.0,Democrat,1988.0,Female,31.0,Caucasian,26.0,0.0,0.0,0.0,0.0,
312,Lucas,Ken,107.0,2001.0,KY,House of Representative,4.0,Democrat,1998.0,Male,6.0,Caucasian,1.0,0.0,0.0,0.0,0.0,
313,Lucas,Frank,107.0,2001.0,OK,House of Representative,6.0,Republican,1994.0,Male,6.0,Caucasian,5.0,0.0,1.0,1.0,0.0,
314,Lugar,Richard,107.0,2001.0,IN,Senate,State-Wide,Republican,1976.0,Male,10.0,Caucasian,21.0,7.0,3.0,1.0,1.0,
315,Luther,Bill,107.0,2001.0,MN,House of Representative,6.0,Democrat,1994.0,Male,8.0,Caucasian,8.0,0.0,0.0,0.0,0.0,
316,Lynch,Stephen,107.0,2001.0,MA,House of Representative,9.0,Democrat,2001.0,Male,10.0,Caucasian,6.0,0.0,0.0,0.0,0.0,
317,Maloney,Carolyn,107.0,2001.0,NY,House of Representative,14.0,Democrat,1992.0,Female,31.0,Caucasian,45.0,0.0,0.0,0.0,0.0,
318,Maloney,James,107.0,2001.0,CT,House of Representative,5.0,Democrat,1996.0,Male,6.0,Caucasian,10.0,0.0,0.0,0.0,0.0,
319,Manzullo,Donald,107.0,2001.0,IL,House of Representative,16.0,Republican,1992.0,Male,20.0,Caucasian,20.0,3.0,4.0,3.0,1.0,
320,Markey,Edward,107.0,2001.0,MA,House of Representative,7.0,Democrat,1976.0,Male,10.0,Caucasian,24.0,0.0,0.0,0.0,0.0,
321,Mascara,Frank,107.0,2001.0,PA,House of Representative,20.0,Democrat,1994.0,Male,21.0,Caucasian,1.0,0.0,0.0,0.0,0.0,
322,Matheson,Jim,107.0,2001.0,UT,House of Representative,2.0,Democrat,2000.0,Male,3.0,Caucasian,5.0,1.0,1.0,0.0,0.0,
323,Matsui,Robert,107.0,2001.0,CA,House of Representative,5.0,Democrat,1978.0,Male,52.0,Asian-American,14.0,0.0,0.0,0.0,0.0,
324,McCain,John,107.0,2001.0,AZ,Senate,State-Wide,Republican,1986.0,Male,6.0,Caucasian,45.0,10.0,11.0,5.0,0.0,
325,McCarthy,Carolyn,107.0,2001.0,NY,House of Representative,4.0,Democrat,1996.0,Female,31.0,Caucasian,17.0,1.0,1.0,1.0,0.0,
326,McCarthy,Karen,107.0,2001.0,MO,House of Representative,5.0,Democrat,1994.0,Female,9.0,Caucasian,17.0,0.0,0.0,0.0,0.0,
327,McCollum,Betty,107.0,2001.0,MN,House of Representative,4.0,Democrat,2000.0,Female,8.0,Caucasian,4.0,0.0,0.0,0.0,0.0,
328,McConnell,Mitch,107.0,2001.0,KY,Senate,State-Wide,Republican,1984.0,Male,6.0,Caucasian,21.0,3.0,1.0,1.0,1.0,
329,McCrery,Jim,107.0,2001.0,LA,House of Representative,4.0,Republican,1988.0,Male,7.0,Caucasian,20.0,2.0,2.0,1.0,1.0,
330,McDermott,Jim,107.0,2001.0,WA,House of Representative,7.0,Democrat,1988.0,Male,9.0,Caucasian,14.0,0.0,0.0,0.0,0.0,
331,McGovern,James,107.0,2001.0,MA,House of Representative,3.0,Democrat,1996.0,Male,10.0,Caucasian,12.0,0.0,2.0,2.0,2.0,
332,McHugh,John,107.0,2001.0,NY,House of Representative,24.0,Republican,1992.0,Male,31.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
333,McInnis,Scott,107.0,2001.0,CO,House of Representative,3.0,Republican,1992.0,Male,6.0,Caucasian,28.0,4.0,5.0,2.0,0.0,
334,McIntyre,Mike,107.0,2001.0,NC,House of Representative,7.0,Democrat,1996.0,Male,12.0,Caucasian,7.0,2.0,1.0,1.0,0.0,
335,McKeon,Howard,107.0,2001.0,CA,House of Representative,25.0,Republican,1992.0,Male,52.0,Caucasian,10.0,1.0,3.0,1.0,0.0,
336,McKinney,Cynthia,107.0,2001.0,GA,House of Representative,4.0,Democrat,1992.0,Female,11.0,African-American,18.0,0.0,1.0,1.0,1.0,
337,McNulty,Michael,107.0,2001.0,NY,House of Representative,21.0,Democrat,1988.0,Male,31.0,Caucasian,11.0,1.0,1.0,0.0,0.0,
338,Meehan,Martin,107.0,2001.0,MA,House of Representative,5.0,Democrat,1992.0,Male,10.0,Caucasian,7.0,1.0,0.0,0.0,0.0,
339,Meek,Carrie,107.0,2001.0,FL,House of Representative,17.0,Democrat,1992.0,Female,23.0,African-American,9.0,2.0,3.0,2.0,2.0,
340,Meeks,Gregory,107.0,2001.0,NY,House of Representative,6.0,Democrat,1998.0,Male,31.0,African-American,5.0,0.0,0.0,0.0,0.0,
341,Menendez,Robert,107.0,2001.0,NJ,House of Representative,13.0,Democrat,1992.0,Male,13.0,Latino/a,10.0,0.0,1.0,1.0,1.0,
342,Mica,John,107.0,2001.0,FL,House of Representative,7.0,Republican,1992.0,Male,23.0,Caucasian,8.0,2.0,1.0,0.0,0.0,
343,Mikulski,Barbara,107.0,2001.0,MD,Senate,State-Wide,Democrat,1986.0,Female,8.0,Caucasian,13.0,4.0,4.0,1.0,0.0,
344,Millender-McDonald,Juanita,107.0,2001.0,CA,House of Representative,37.0,Democrat,1996.0,Female,52.0,African-American,17.0,0.0,0.0,0.0,0.0,
345,Miller,George,107.0,2001.0,CA,House of Representative,7.0,Democrat,1974.0,Male,52.0,Caucasian,25.0,5.0,3.0,1.0,0.0,
346,Miller,Gary,107.0,2001.0,CA,House of Representative,41.0,Republican,1998.0,Male,52.0,Caucasian,5.0,2.0,2.0,2.0,1.0,
347,Miller,Jeff,107.0,2001.0,FL,House of Representative,1.0,Republican,2001.0,Male,23.0,Caucasian,6.0,0.0,1.0,1.0,1.0,
348,Miller,Dan,107.0,2001.0,FL,House of Representative,13.0,Republican,1992.0,Male,23.0,Caucasian,5.0,0.0,0.0,0.0,0.0,
349,Miller,Zell,107.0,2001.0,GA,Senate,State-Wide,Democrat,2000.0,Male,11.0,Caucasian,8.0,1.0,1.0,0.0,0.0,
350,Mink,Patsy,107.0,2001.0,HI,House of Representative,2.0,Democrat,1990.0,Female,2.0,Asian-American,56.0,1.0,2.0,2.0,2.0,
351,Moakley,John,107.0,2001.0,MA,House of Representative,9.0,Democrat,1972.0,Male,10.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
352,Mollohan,Alan,107.0,2001.0,WV,House of Representative,1.0,Democrat,1982.0,Male,3.0,Caucasian,2.0,0.0,0.0,0.0,0.0,
353,Moore,Dennis,107.0,2001.0,KS,House of Representative,3.0,Democrat,1998.0,Male,4.0,Caucasian,18.0,0.0,0.0,0.0,0.0,
354,Moran,James,107.0,2001.0,VA,House of Representative,8.0,Democrat,1990.0,Male,11.0,Caucasian,12.0,1.0,1.0,1.0,1.0,
355,Moran,Jerry,107.0,2001.0,KS,House of Representative,1.0,Republican,1996.0,Male,4.0,Caucasian,22.0,4.0,4.0,4.0,1.0,
356,Morella,Constance,107.0,2001.0,MD,House of Representative,8.0,Republican,1986.0,Female,8.0,Caucasian,36.0,5.0,5.0,5.0,3.0,
357,Murkowski,Frank,107.0,2001.0,AK,Senate,State-Wide,Republican,1980.0,Male,1.0,Caucasian,33.0,11.0,11.0,6.0,1.0,
358,Murray,Patty,107.0,2001.0,WA,Senate,State-Wide,Democrat,1992.0,Female,9.0,Caucasian,19.0,6.0,5.0,1.0,0.0,
359,Murtha,John,107.0,2001.0,PA,House of Representative,12.0,Democrat,1974.0,Male,21.0,Caucasian,13.0,2.0,2.0,2.0,2.0,
360,Myrick,Sue,107.0,2001.0,NC,House of Representative,9.0,Republican,1994.0,Female,12.0,Caucasian,33.0,0.0,0.0,0.0,0.0,
