id,city,state,city_size,mode,n,percent,moe,state_abb,state_region
2025,Corsicana city,Texas,Small,Walk,250.0,2.5,1.1,TX,South
2026,Corvallis city,Oregon,Small,Walk,3109.0,12.4,1.8,OR,West
2027,Cottage Grove city,Minnesota,Small,Walk,242.0,1.3,0.7,MN,North Central
2028,Cottonwood Heights city,Utah,Small,Walk,495.0,2.9,0.9,UT,West
2029,Council Bluffs city,Iowa,Small,Walk,529.0,1.7,0.5,IA,North Central
2030,Covina city,California,Small,Walk,145.0,0.7,0.4,CA,West
2031,Covington city,Kentucky,Small,Walk,671.0,3.8,0.9,KY,South
2032,Cranston city,Rhode Island,Small,Walk,641.0,1.7,0.4,RI,Northeast
2033,Crest Hill city,Illinois,Small,Walk,18.0,0.2,0.3,IL,North Central
2034,Crestview city,Florida,Small,Walk,79.0,0.9,0.6,FL,South
2035,Crown Point city,Indiana,Small,Walk,163.0,1.3,0.8,IN,North Central
2036,Crystal city,Minnesota,Small,Walk,117.0,1.0,0.5,MN,North Central
2037,Crystal Lake city,Illinois,Small,Walk,285.0,1.4,0.7,IL,North Central
2038,Cudahy city,California,Small,Walk,322.0,3.6,1.6,CA,West
2039,Culver City city,California,Small,Walk,289.0,1.4,0.7,CA,West
2040,Cumberland city,Maryland,Small,Walk,482.0,6.2,2.2,MD,South
2041,Cupertino city,California,Small,Walk,427.0,1.7,0.8,CA,West
2042,Cutler Bay town,Florida,Small,Walk,39.0,0.2,0.2,FL,South
2043,Cuyahoga Falls city,Ohio,Small,Walk,214.0,0.9,0.4,OH,North Central
2044,Cypress city,California,Small,Walk,241.0,1.0,0.5,CA,West
2045,Dalton city,Georgia,Small,Walk,136.0,1.0,0.7,GA,South
2046,Dana Point city,California,Small,Walk,412.0,2.4,1.1,CA,West
2047,Danbury city,Connecticut,Small,Walk,1111.0,2.6,0.7,CT,Northeast
2048,Dania Beach city,Florida,Small,Walk,373.0,2.6,1.1,FL,South
2049,Danville city,Illinois,Small,Walk,541.0,4.4,1.4,IL,North Central
2050,Danville city,Virginia,Small,Walk,533.0,3.3,0.9,VA,South
2051,Danville town,California,Small,Walk,177.0,1.0,0.5,CA,West
2052,Daphne city,Alabama,Small,Walk,70.0,0.7,0.6,AL,South
2053,Darien city,Illinois,Small,Walk,182.0,1.7,0.9,IL,North Central
2054,Davie town,Florida,Small,Walk,524.0,1.1,0.4,FL,South
2055,Davis city,California,Small,Walk,942.0,3.1,0.7,CA,West
2056,Daytona Beach city,Florida,Small,Walk,1132.0,4.9,1.0,FL,South
2057,De Pere city,Wisconsin,Small,Walk,873.0,6.9,2.0,WI,North Central
2058,Dearborn city,Michigan,Small,Walk,612.0,1.8,0.5,MI,North Central
2059,Dearborn Heights city,Michigan,Small,Walk,183.0,0.9,0.4,MI,North Central
2060,Decatur city,Alabama,Small,Walk,265.0,1.1,0.5,AL,South
2061,Decatur city,Illinois,Small,Walk,787.0,2.5,0.6,IL,North Central
2062,Deer Park city,Texas,Small,Walk,110.0,0.7,0.6,TX,South
2063,Deerfield Beach city,Florida,Small,Walk,589.0,1.7,0.6,FL,South
2064,DeKalb city,Illinois,Small,Walk,1725.0,8.5,1.6,IL,North Central
2065,Del City city,Oklahoma,Small,Walk,183.0,2.0,0.9,OK,South
2066,Del Rio city,Texas,Small,Walk,315.0,2.3,1.4,TX,South
2067,DeLand city,Florida,Small,Walk,392.0,4.0,1.7,FL,South
2068,Delano city,California,Small,Walk,310.0,2.1,0.9,CA,West
2069,Delaware city,Ohio,Small,Walk,665.0,3.9,0.9,OH,North Central
2070,Delray Beach city,Florida,Small,Walk,521.0,1.8,0.6,FL,South
2071,Deltona city,Florida,Small,Walk,250.0,0.7,0.4,FL,South
2072,Denison city,Texas,Small,Walk,222.0,2.4,0.9,TX,South
2073,Derby city,Kansas,Small,Walk,64.0,0.6,0.4,KS,North Central
2074,Des Moines city,Washington,Small,Walk,338.0,2.5,1.5,WA,West
2075,Des Plaines city,Illinois,Small,Walk,291.0,1.0,0.4,IL,North Central
2076,Desert Hot Springs city,California,Small,Walk,188.0,2.1,1.1,CA,West
2077,DeSoto city,Texas,Small,Walk,152.0,0.7,0.4,TX,South
2078,Diamond Bar city,California,Small,Walk,458.0,1.7,1.5,CA,West
2079,Dinuba city,California,Small,Walk,130.0,1.6,1.1,CA,West
2080,Dodge City city,Kansas,Small,Walk,186.0,1.5,0.8,KS,North Central
2081,Dolton village,Illinois,Small,Walk,70.0,0.7,0.5,IL,North Central
2082,Doral city,Florida,Small,Walk,97.0,0.5,0.4,FL,South
2083,Dothan city,Alabama,Small,Walk,168.0,0.6,0.2,AL,South
2084,Douglasville city,Georgia,Small,Walk,137.0,1.0,0.8,GA,South
2085,Dover city,Delaware,Small,Walk,710.0,4.5,1.5,DE,South
2086,Dover city,New Hampshire,Small,Walk,659.0,4.0,1.3,NH,Northeast
2087,Downers Grove village,Illinois,Small,Walk,529.0,2.2,0.6,IL,North Central
2088,Draper city,Utah,Small,Walk,201.0,1.2,0.7,UT,West
2089,Duarte city,California,Small,Walk,253.0,2.8,1.2,CA,West
2090,Dublin city,California,Small,Walk,541.0,2.4,1.1,CA,West
2091,Dublin city,Ohio,Small,Walk,106.0,0.5,0.3,OH,North Central
2092,Dubuque city,Iowa,Small,Walk,1766.0,6.0,0.9,IA,North Central
2093,Duluth city,Georgia,Small,Walk,257.0,2.0,2.7,GA,South
2094,Duluth city,Minnesota,Small,Walk,2158.0,5.2,0.7,MN,North Central
2095,Duncan city,Oklahoma,Small,Walk,118.0,1.2,0.8,OK,South
2096,Duncanville city,Texas,Small,Walk,73.0,0.4,0.3,TX,South
2097,Dunedin city,Florida,Small,Walk,242.0,1.5,0.6,FL,South
2098,Dunwoody city,Georgia,Small,Walk,451.0,2.0,0.9,GA,South
2099,Eagan city,Minnesota,Small,Walk,244.0,0.7,0.2,MN,North Central
2100,Eagle city,Idaho,Small,Walk,34.0,0.4,0.5,ID,West
2101,Eagle Mountain city,Utah,Small,Walk,34.0,0.4,0.5,UT,West
2102,Eagle Pass city,Texas,Small,Walk,245.0,2.5,1.1,TX,South
2103,Easley city,South Carolina,Small,Walk,65.0,0.7,0.5,SC,South
2104,East Chicago city,Indiana,Small,Walk,374.0,4.0,1.5,IN,North Central
2105,East Lansing city,Michigan,Small,Walk,4716.0,23.3,2.2,MI,North Central
2106,East Moline city,Illinois,Small,Walk,70.0,0.8,0.5,IL,North Central
2107,East Orange city,New Jersey,Small,Walk,1591.0,6.2,1.1,NJ,Northeast
2108,East Palo Alto city,California,Small,Walk,332.0,2.7,1.5,CA,West
2109,East Peoria city,Illinois,Small,Walk,222.0,2.0,0.9,IL,North Central
2110,East Point city,Georgia,Small,Walk,198.0,1.4,0.8,GA,South
2111,East Providence city,Rhode Island,Small,Walk,209.0,0.9,0.5,RI,Northeast
2112,East Ridge city,Tennessee,Small,Walk,7.0,0.1,0.1,TN,South
2113,East St. Louis city,Illinois,Small,Walk,179.0,2.3,1.2,IL,North Central
2114,Easton city,Pennsylvania,Small,Walk,507.0,4.8,1.3,PA,Northeast
2115,Eastpointe city,Michigan,Small,Walk,282.0,2.2,1.0,MI,North Central
2116,Eastvale city,California,Small,Walk,61.0,0.2,0.3,CA,West
2117,Eau Claire city,Wisconsin,Small,Walk,1884.0,5.3,1.0,WI,North Central
2118,Eden Prairie city,Minnesota,Small,Walk,538.0,1.6,0.6,MN,North Central
2119,Edgewater city,Florida,Small,Walk,95.0,1.1,1.1,FL,South
2120,Edina city,Minnesota,Small,Walk,444.0,1.9,0.6,MN,North Central
2121,Edinburg city,Texas,Small,Walk,432.0,1.4,0.6,TX,South
2122,Edmond city,Oklahoma,Small,Walk,629.0,1.5,0.5,OK,South
2123,Edmonds city,Washington,Small,Walk,342.0,1.7,0.7,WA,West
2124,Edwardsville city,Illinois,Small,Walk,371.0,3.1,1.1,IL,North Central
2125,El Centro city,California,Small,Walk,381.0,2.5,0.9,CA,West
2126,El Cerrito city,California,Small,Walk,231.0,1.9,0.8,CA,West
2127,El Mirage city,Arizona,Small,Walk,68.0,0.5,0.5,AZ,West
2128,El Paso de Robles (Paso Robles) city,California,Small,Walk,203.0,1.6,0.8,CA,West
2129,Elizabethtown city,Kentucky,Small,Walk,74.0,0.6,0.4,KY,South
2130,Elk Grove Village village,Illinois,Small,Walk,209.0,1.2,0.9,IL,North Central
2131,Elk River city,Minnesota,Small,Walk,87.0,0.7,0.6,MN,North Central
2132,Elkhart city,Indiana,Small,Walk,377.0,1.8,0.7,IN,North Central
2133,Elmhurst city,Illinois,Small,Walk,425.0,2.1,0.6,IL,North Central
2134,Elmira city,New York,Small,Walk,795.0,7.4,1.5,NY,Northeast
2135,Elmwood Park village,Illinois,Small,Walk,337.0,2.7,1.0,IL,North Central
2136,Elyria city,Ohio,Small,Walk,276.0,1.1,0.4,OH,North Central
2137,Emporia city,Kansas,Small,Walk,754.0,6.0,1.5,KS,North Central
2138,Encinitas city,California,Small,Walk,562.0,1.9,0.6,CA,West
2139,Englewood city,Colorado,Small,Walk,479.0,3.0,0.8,CO,West
2140,Englewood city,New Jersey,Small,Walk,738.0,5.4,1.6,NJ,Northeast
2141,Enid city,Oklahoma,Small,Walk,286.0,1.3,0.5,OK,South
2142,Enterprise city,Alabama,Small,Walk,145.0,1.3,0.8,AL,South
2143,Euclid city,Ohio,Small,Walk,259.0,1.2,0.5,OH,North Central
2144,Euless city,Texas,Small,Walk,269.0,1.0,0.4,TX,South
2145,Eureka city,California,Small,Walk,734.0,6.1,1.6,CA,West
2146,Evanston city,Illinois,Small,Walk,4147.0,11.6,1.0,IL,North Central
2147,Everett city,Massachusetts,Small,Walk,905.0,4.1,1.2,MA,Northeast
2148,Fair Lawn borough,New Jersey,Small,Walk,217.0,1.3,0.6,NJ,Northeast
2149,Fairbanks city,Alaska,Small,Walk,660.0,4.3,1.2,AK,West
2150,Fairborn city,Ohio,Small,Walk,457.0,3.0,1.0,OH,North Central
2151,Fairfax city,Virginia,Small,Walk,376.0,3.1,1.2,VA,South
2152,Fairfield city,Ohio,Small,Walk,138.0,0.6,0.5,OH,North Central
2153,Fall River city,Massachusetts,Small,Walk,1232.0,3.4,0.8,MA,Northeast
2154,Faribault city,Minnesota,Small,Walk,170.0,1.8,1.3,MN,North Central
2155,Farmers Branch city,Texas,Small,Walk,324.0,2.3,1.2,TX,South
2156,Farmington city,Minnesota,Small,Walk,64.0,0.6,0.4,MN,North Central
2157,Farmington city,New Mexico,Small,Walk,384.0,1.9,0.9,NM,West
2158,Farmington city,Utah,Small,Walk,132.0,1.6,0.9,UT,West
2159,Farmington Hills city,Michigan,Small,Walk,420.0,1.1,0.3,MI,North Central
2160,Farragut town,Tennessee,Small,Walk,13.0,0.1,0.2,TN,South
2161,Fayetteville city,Arkansas,Small,Walk,1962.0,5.2,1.0,AR,South
2162,Federal Way city,Washington,Small,Walk,916.0,2.1,0.6,WA,West
2163,Ferguson city,Missouri,Small,Walk,56.0,0.6,0.5,MO,North Central
2164,Ferndale city,Michigan,Small,Walk,270.0,2.5,1.1,MI,North Central
2165,Findlay city,Ohio,Small,Walk,609.0,3.2,1.1,OH,North Central
2166,Fishers town,Indiana,Small,Walk,134.0,0.3,0.3,IN,North Central
2167,Fitchburg city,Massachusetts,Small,Walk,812.0,4.4,1.1,MA,Northeast
2168,Fitchburg city,Wisconsin,Small,Walk,215.0,1.6,0.8,WI,North Central
2169,Flagstaff city,Arizona,Small,Walk,3560.0,10.2,1.7,AZ,West
2170,Florence city,Alabama,Small,Walk,202.0,1.3,0.6,AL,South
2171,Florence city,Kentucky,Small,Walk,221.0,1.6,1.0,KY,South
2172,Florence city,South Carolina,Small,Walk,213.0,1.3,0.6,SC,South
2173,Florence town,Arizona,Small,Walk,169.0,5.7,3.1,AZ,West
2174,Florissant city,Missouri,Small,Walk,235.0,0.9,0.4,MO,North Central
2175,Flower Mound town,Texas,Small,Walk,295.0,0.9,0.5,TX,South
2176,Folsom city,California,Small,Walk,499.0,1.6,0.6,CA,West
2177,Fond du Lac city,Wisconsin,Small,Walk,700.0,3.4,0.9,WI,North Central
2178,Forest Grove city,Oregon,Small,Walk,536.0,6.1,2.2,OR,West
2179,Fort Dodge city,Iowa,Small,Walk,353.0,3.1,1.1,IA,North Central
2180,Fort Lee borough,New Jersey,Small,Walk,790.0,4.6,1.1,NJ,Northeast
2181,Fort Myers city,Florida,Small,Walk,448.0,1.9,0.8,FL,South
2182,Fort Pierce city,Florida,Small,Walk,227.0,1.5,1.0,FL,South
2183,Fort Smith city,Arkansas,Small,Walk,453.0,1.2,0.4,AR,South
2184,Fort Walton Beach city,Florida,Small,Walk,179.0,1.8,0.9,FL,South
2185,Foster City city,California,Small,Walk,228.0,1.5,0.7,CA,West
2186,Fountain city,Colorado,Small,Walk,60.0,0.5,0.5,CO,West
2187,Fountain Hills town,Arizona,Small,Walk,34.0,0.3,0.3,AZ,West
2188,Fountain Valley city,California,Small,Walk,240.0,0.9,0.5,CA,West
2189,Frankfort city,Kentucky,Small,Walk,500.0,4.1,1.1,KY,South
2190,Franklin city,Indiana,Small,Walk,383.0,3.6,1.1,IN,North Central
2191,Franklin city,Tennessee,Small,Walk,142.0,0.4,0.3,TN,South
2192,Franklin city,Wisconsin,Small,Walk,88.0,0.5,0.4,WI,North Central
2193,Franklin Town city,Massachusetts,Small,Walk,279.0,1.7,0.6,MA,Northeast
2194,Frederick city,Maryland,Small,Walk,1406.0,4.1,0.8,MD,South
2195,Fredericksburg city,Virginia,Small,Walk,729.0,6.3,2.5,VA,South
2196,Freeport city,Illinois,Small,Walk,384.0,3.6,1.3,IL,North Central
2197,Freeport village,New York,Small,Walk,981.0,4.7,1.1,NY,Northeast
2198,Fremont city,Nebraska,Small,Walk,448.0,3.4,0.9,NE,North Central
2199,Fridley city,Minnesota,Small,Walk,207.0,1.5,0.7,MN,North Central
2200,Friendswood city,Texas,Small,Walk,100.0,0.6,0.5,TX,South
2201,Gadsden city,Alabama,Small,Walk,191.0,1.6,1.1,AL,South
2202,Gahanna city,Ohio,Small,Walk,149.0,0.8,0.4,OH,North Central
2203,Gainesville city,Georgia,Small,Walk,485.0,3.3,1.0,GA,South
2204,Gaithersburg city,Maryland,Small,Walk,725.0,2.2,0.7,MD,South
2205,Galesburg city,Illinois,Small,Walk,718.0,5.8,1.1,IL,North Central
2206,Gallatin city,Tennessee,Small,Walk,104.0,0.8,0.7,TN,South
2207,Gallup city,New Mexico,Small,Walk,407.0,4.9,1.9,NM,West
2208,Galt city,California,Small,Walk,104.0,1.1,0.9,CA,West
2209,Galveston city,Texas,Small,Walk,1350.0,6.2,1.3,TX,South
2210,Garden City city,Kansas,Small,Walk,427.0,3.2,2.0,KS,North Central
2211,Garden City city,Michigan,Small,Walk,72.0,0.6,0.4,MI,North Central
2212,Garden City village,New York,Small,Walk,295.0,3.1,1.0,NY,Northeast
2213,Gardena city,California,Small,Walk,638.0,2.5,1.0,CA,West
2214,Gardner city,Kansas,Small,Walk,48.0,0.5,0.4,KS,North Central
2215,Gardner city,Massachusetts,Small,Walk,360.0,4.1,1.9,MA,Northeast
2216,Garfield city,New Jersey,Small,Walk,445.0,3.0,1.0,NJ,Northeast
2217,Garfield Heights city,Ohio,Small,Walk,325.0,2.5,0.9,OH,North Central
2218,Garner town,North Carolina,Small,Walk,166.0,1.2,0.9,NC,South
2219,Gary city,Indiana,Small,Walk,897.0,3.6,0.9,IN,North Central
2220,Gastonia city,North Carolina,Small,Walk,199.0,0.7,0.3,NC,South
2221,Geneva city,Illinois,Small,Walk,167.0,1.6,0.9,IL,North Central
2222,Georgetown city,Kentucky,Small,Walk,345.0,2.5,0.8,KY,South
2223,Georgetown city,Texas,Small,Walk,501.0,2.7,1.1,TX,South
2224,Germantown city,Tennessee,Small,Walk,124.0,0.7,0.4,TN,South
2225,Gillette city,Wyoming,Small,Walk,249.0,1.6,0.9,WY,West
2226,Gilroy city,California,Small,Walk,341.0,1.6,0.7,CA,West
2227,Gladstone city,Missouri,Small,Walk,123.0,1.0,0.6,MO,North Central
2228,Glen Cove city,New York,Small,Walk,614.0,5.0,1.9,NY,Northeast
2229,Glen Ellyn village,Illinois,Small,Walk,382.0,3.1,1.0,IL,North Central
2230,Glendale Heights village,Illinois,Small,Walk,217.0,1.3,0.8,IL,North Central
2231,Glendora city,California,Small,Walk,320.0,1.4,0.7,CA,West
2232,Glenview village,Illinois,Small,Walk,268.0,1.3,0.5,IL,North Central
2233,Gloucester city,Massachusetts,Small,Walk,745.0,5.3,1.2,MA,Northeast
2234,Golden Valley city,Minnesota,Small,Walk,90.0,0.8,0.5,MN,North Central
2235,Goldsboro city,North Carolina,Small,Walk,314.0,2.2,0.7,NC,South
2236,Goleta city,California,Small,Walk,559.0,3.6,1.1,CA,West
2237,Goodyear city,Arizona,Small,Walk,104.0,0.4,0.3,AZ,West
2238,Goose Creek city,South Carolina,Small,Walk,2167.0,11.5,2.6,SC,South
2239,Goshen city,Indiana,Small,Walk,597.0,4.5,1.3,IN,North Central
2240,Grand Forks city,North Dakota,Small,Walk,1222.0,4.1,0.7,ND,North Central
2241,Grand Island city,Nebraska,Small,Walk,152.0,0.6,0.3,NE,North Central
2242,Grand Junction city,Colorado,Small,Walk,934.0,3.4,0.9,CO,West
2243,Grandview city,Missouri,Small,Walk,141.0,1.2,0.7,MO,North Central
2244,Granite City city,Illinois,Small,Walk,85.0,0.7,0.5,IL,North Central
2245,Grants Pass city,Oregon,Small,Walk,318.0,2.5,1.1,OR,West
2246,Grapevine city,Texas,Small,Walk,159.0,0.6,0.5,TX,South
2247,Grayslake village,Illinois,Small,Walk,111.0,1.0,0.5,IL,North Central
2248,Great Falls city,Montana,Small,Walk,708.0,2.5,0.6,MT,West
2249,Greeley city,Colorado,Small,Walk,1404.0,3.4,0.7,CO,West
2250,Green city,Ohio,Small,Walk,75.0,0.6,0.5,OH,North Central
2251,Greenacres city,Florida,Small,Walk,191.0,1.1,0.5,FL,South
2252,Greenbelt city,Maryland,Small,Walk,498.0,3.7,1.5,MD,South
2253,Greenfield city,Indiana,Small,Walk,156.0,1.7,1.1,IN,North Central
2254,Greenfield city,Wisconsin,Small,Walk,161.0,0.9,0.5,WI,North Central
2255,Greenville city,Mississippi,Small,Walk,343.0,3.0,1.2,MS,South
2256,Greenville city,North Carolina,Small,Walk,1275.0,3.1,0.8,NC,South
2257,Greenville city,South Carolina,Small,Walk,1772.0,6.2,1.3,SC,South
2258,Greenville city,Texas,Small,Walk,166.0,1.7,1.1,TX,South
2259,Greenwood city,Indiana,Small,Walk,137.0,0.5,0.3,IN,North Central
2260,Greenwood city,South Carolina,Small,Walk,187.0,2.3,1.4,SC,South
2261,Greer city,South Carolina,Small,Walk,276.0,2.3,1.7,SC,South
2262,Griffin city,Georgia,Small,Walk,196.0,2.4,1.4,GA,South
2263,Grove City city,Ohio,Small,Walk,165.0,0.9,0.6,OH,North Central
2264,Gulfport city,Mississippi,Small,Walk,1240.0,4.1,1.0,MS,South
2265,Gurnee village,Illinois,Small,Walk,61.0,0.4,0.2,IL,North Central
2266,Hackensack city,New Jersey,Small,Walk,1696.0,7.3,1.4,NJ,Northeast
2267,Hagerstown city,Maryland,Small,Walk,676.0,3.9,1.2,MD,South
2268,Haines City city,Florida,Small,Walk,72.0,0.9,0.8,FL,South
2269,Hallandale Beach city,Florida,Small,Walk,412.0,2.6,1.2,FL,South
2270,Haltom City city,Texas,Small,Walk,243.0,1.2,0.6,TX,South
2271,Hamilton city,Ohio,Small,Walk,700.0,2.7,0.7,OH,North Central
2272,Hammond city,Indiana,Small,Walk,757.0,2.4,0.5,IN,North Central
2273,Hammond city,Louisiana,Small,Walk,340.0,4.0,1.3,LA,South
2274,Hamtramck city,Michigan,Small,Walk,108.0,1.7,0.9,MI,North Central
2275,Hanford city,California,Small,Walk,427.0,2.0,0.7,CA,West
2276,Hanover Park village,Illinois,Small,Walk,198.0,1.1,0.7,IL,North Central
2277,Harker Heights city,Texas,Small,Walk,192.0,1.6,0.8,TX,South
2278,Harlingen city,Texas,Small,Walk,338.0,1.6,0.7,TX,South
2279,Harrisburg city,Pennsylvania,Small,Walk,1652.0,8.3,1.5,PA,Northeast
2280,Harrison village,New York,Small,Walk,890.0,7.4,1.8,NY,Northeast
2281,Harrisonburg city,Virginia,Small,Walk,1467.0,7.2,1.2,VA,South
2282,Harvey city,Illinois,Small,Walk,259.0,3.6,1.5,IL,North Central
2283,Hastings city,Minnesota,Small,Walk,157.0,1.4,0.7,MN,North Central
2284,Hastings city,Nebraska,Small,Walk,466.0,3.7,1.1,NE,North Central
2285,Hattiesburg city,Mississippi,Small,Walk,940.0,4.6,1.0,MS,South
2286,Havelock city,North Carolina,Small,Walk,655.0,6.2,2.0,NC,South
2287,Haverhill city,Massachusetts,Small,Walk,852.0,2.8,0.9,MA,Northeast
2288,Hawthorne city,California,Small,Walk,580.0,1.5,0.4,CA,West
2289,Hays city,Kansas,Small,Walk,416.0,3.4,1.1,KS,North Central
2290,Hazelwood city,Missouri,Small,Walk,117.0,0.9,0.6,MO,North Central
2291,Hazleton city,Pennsylvania,Small,Walk,476.0,4.8,1.7,PA,Northeast
2292,Helena city,Montana,Small,Walk,1114.0,7.5,1.6,MT,West
2293,Hemet city,California,Small,Walk,363.0,1.5,0.6,CA,West
2294,Hempstead village,New York,Small,Walk,1245.0,5.0,1.4,NY,Northeast
2295,Henderson city,Kentucky,Small,Walk,168.0,1.4,0.6,KY,South
2296,Hendersonville city,Tennessee,Small,Walk,222.0,0.9,0.6,TN,South
2297,Hercules city,California,Small,Walk,46.0,0.4,0.4,CA,West
2298,Herndon town,Virginia,Small,Walk,253.0,1.8,0.8,VA,South
2299,Herriman city,Utah,Small,Walk,101.0,1.1,0.9,UT,West
2300,Hesperia city,California,Small,Walk,246.0,0.9,0.5,CA,West
2301,Hialeah Gardens city,Florida,Small,Walk,48.0,0.5,0.5,FL,South
2302,Hickory city,North Carolina,Small,Walk,215.0,1.2,0.6,NC,South
2303,Highland city,California,Small,Walk,154.0,0.8,0.4,CA,West
2304,Highland Park city,Illinois,Small,Walk,250.0,1.8,0.9,IL,North Central
2305,Highland town,Indiana,Small,Walk,98.0,0.8,0.6,IN,North Central
2306,Hilliard city,Ohio,Small,Walk,120.0,0.8,0.4,OH,North Central
2307,Hillsboro city,Oregon,Small,Walk,1394.0,3.2,0.7,OR,West
2308,Hilton Head Island town,South Carolina,Small,Walk,360.0,2.2,0.8,SC,South
2309,Hinesville city,Georgia,Small,Walk,104.0,0.7,0.5,GA,South
2310,Hobart city,Indiana,Small,Walk,108.0,0.8,0.8,IN,North Central
2311,Hobbs city,New Mexico,Small,Walk,249.0,1.8,0.8,NM,West
2312,Hoboken city,New Jersey,Small,Walk,3081.0,9.5,1.1,NJ,Northeast
2313,Hoffman Estates village,Illinois,Small,Walk,208.0,0.8,0.3,IL,North Central
2314,Holladay city,Utah,Small,Walk,259.0,2.1,1.2,UT,West
2315,Holland city,Michigan,Small,Walk,1034.0,7.1,1.3,MI,North Central
2316,Hollister city,California,Small,Walk,261.0,1.7,0.7,CA,West
2317,Holly Springs town,North Carolina,Small,Walk,23.0,0.2,0.2,NC,South
2318,Holyoke city,Massachusetts,Small,Walk,706.0,4.7,1.4,MA,Northeast
2319,Homer Glen village,Illinois,Small,Walk,49.0,0.4,0.3,IL,North Central
2320,Homestead city,Florida,Small,Walk,197.0,0.8,0.5,FL,South
2321,Homewood city,Alabama,Small,Walk,362.0,2.9,1.0,AL,South
2322,Hoover city,Alabama,Small,Walk,369.0,0.9,0.5,AL,South
2323,Hopewell city,Virginia,Small,Walk,88.0,1.1,0.6,VA,South
2324,Hopkinsville city,Kentucky,Small,Walk,153.0,1.3,0.6,KY,South
2325,Horn Lake city,Mississippi,Small,Walk,47.0,0.4,0.6,MS,South
2326,Hot Springs city,Arkansas,Small,Walk,365.0,2.6,0.9,AR,South
2327,Houma city,Louisiana,Small,Walk,228.0,1.6,0.8,LA,South
2328,Huber Heights city,Ohio,Small,Walk,139.0,0.8,0.5,OH,North Central
2329,Hudson city,Ohio,Small,Walk,143.0,1.4,0.6,OH,North Central
2330,Huntersville town,North Carolina,Small,Walk,177.0,0.7,0.4,NC,South
2331,Huntington city,West Virginia,Small,Walk,1379.0,6.8,1.2,WV,South
2332,Huntington Park city,California,Small,Walk,1370.0,5.7,1.0,CA,West
2333,Huntley village,Illinois,Small,Walk,0.0,0.0,0.3,IL,North Central
2334,Huntsville city,Texas,Small,Walk,684.0,6.2,2.3,TX,South
2335,Hurst city,Texas,Small,Walk,166.0,0.9,0.5,TX,South
2336,Hutchinson city,Kansas,Small,Walk,238.0,1.3,0.6,KS,North Central
2337,Idaho Falls city,Idaho,Small,Walk,558.0,2.2,0.6,ID,West
2338,Imperial Beach city,California,Small,Walk,227.0,2.0,1.0,CA,West
2339,Independence city,Kentucky,Small,Walk,31.0,0.3,0.4,KY,South
2340,Indian Trail town,North Carolina,Small,Walk,27.0,0.2,0.2,NC,South
2341,Indio city,California,Small,Walk,431.0,1.5,0.6,CA,West
2342,Inkster city,Michigan,Small,Walk,52.0,0.7,0.5,MI,North Central
2343,Inver Grove Heights city,Minnesota,Small,Walk,269.0,1.5,0.7,MN,North Central
2344,Iowa City city,Iowa,Small,Walk,5819.0,15.5,1.6,IA,North Central
2345,Issaquah city,Washington,Small,Walk,319.0,2.0,0.9,WA,West
2346,Ithaca city,New York,Small,Walk,5575.0,42.4,3.8,NY,Northeast
2347,Jackson city,Michigan,Small,Walk,435.0,3.7,1.1,MI,North Central
2348,Jackson city,Tennessee,Small,Walk,376.0,1.4,0.5,TN,South
2349,Jacksonville Beach city,Florida,Small,Walk,181.0,1.5,0.8,FL,South
2350,Jacksonville city,Arkansas,Small,Walk,297.0,2.3,0.9,AR,South
2351,Jacksonville city,North Carolina,Small,Walk,3818.0,10.0,1.3,NC,South
2352,Jamestown city,New York,Small,Walk,938.0,7.4,2.0,NY,Northeast
2353,Janesville city,Wisconsin,Small,Walk,492.0,1.7,0.5,WI,North Central
